learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
151000.0,3.234811,0.0,151000.0,91.5,83.00910711858445,-254.1666666666662,75.36231884057972,151000.0,0.0,87.0,44.0,44.0,11.0,0.0,0.0,1.0
152000.0,3.259829,0.0,152000.0,91.4,81.40974648082178,-132.43243243243214,80.71748878923768,152000.0,0.0,87.0,44.0,44.0,11.0,0.0,0.0,1.0
153000.0,3.28542,0.0,153000.0,91.5,79.37213636716628,-203.57142857142816,68.63468634686349,153000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
154000.0,3.308889,0.0,154000.0,87.8,72.12384325374157,-306.6666666666663,57.19298245614035,154000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
155000.0,3.33196,0.0,155000.0,89.0,75.39645261580442,-292.8571428571425,65.07936507936508,155000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
156000.0,3.355715,0.0,156000.0,91.0,80.70325900514581,-259.99999999999955,75.00000000000001,156000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
157000.0,3.378297,0.0,157000.0,92.0,82.8016166480351,-149.99999999999966,78.37837837837839,157000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
158000.0,3.401127,0.0,158000.0,94.19999999999999,87.27087576374744,-114.81481481481481,83.23699421965316,158000.0,0.0,89.0,45.0,45.0,11.0,0.0,0.0,1.0
159000.0,3.426991,0.0,159000.0,93.30000000000001,86.15816874638462,-67.49999999999973,83.03797468354432,159000.0,0.0,91.0,46.0,46.0,11.0,0.0,0.0,1.0
160000.0,3.451776,0.0,160000.0,85.0,68.249936499873,-212.49999999999977,61.92893401015228,160000.0,0.0,91.0,46.0,46.0,11.0,0.0,0.0,1.0
161000.0,3.477248,0.0,161000.0,79.0,53.82971519530031,-288.88888888888846,45.16971279373369,161000.0,0.0,93.0,47.0,47.0,11.0,0.0,0.0,1.0
162000.0,3.500253,0.0,162000.0,87.5,73.41443702411843,-160.41666666666643,68.35443037974683,162000.0,0.0,93.0,47.0,47.0,11.0,0.0,0.0,1.0
163000.0,3.528804,0.0,163000.0,82.89999999999999,63.55374437320965,-222.64150943396203,51.96629213483145,163000.0,0.0,95.0,48.0,48.0,12.0,0.0,0.0,1.0
164000.0,3.55841,0.0,164000.0,72.89999999999999,39.75796484177018,-344.26229508196684,9.966777408637881,164000.0,0.0,97.0,49.0,49.0,12.0,0.0,0.0,1.0
165000.0,3.584243,0.0,165000.0,70.8,32.332220986281044,-508.33333333333286,-2.0979020979020992,165000.0,0.0,97.0,49.0,49.0,12.0,0.0,0.0,1.0
166000.0,3.618222,0.0,166000.0,68.7,30.25722383643203,-611.3636363636356,11.079545454545466,166000.0,0.0,101.0,51.0,51.0,12.0,0.0,0.0,1.0
167000.0,3.645639,0.0,167000.0,83.5,66.35070316833621,-283.72093023255786,61.44859813084111,167000.0,0.0,103.0,52.0,52.0,12.0,0.0,0.0,1.0
168000.0,3.678721,0.0,168000.0,88.6,75.69037210790063,-159.09090909090884,68.76712328767124,168000.0,0.0,107.0,54.0,54.0,12.0,0.0,0.0,1.0
169000.0,3.703989,0.0,169000.0,94.3,87.65260941521025,-67.64705882352942,84.25414364640883,169000.0,0.0,107.0,54.0,54.0,12.0,0.0,0.0,1.0
170000.0,3.729686,0.0,170000.0,89.2,75.29791175865145,-217.64705882352908,64.59016393442624,170000.0,0.0,107.0,54.0,54.0,12.0,0.0,0.0,1.0
171000.0,3.761184,0.0,171000.0,87.2,68.75854258601164,-228.20512820512792,56.756756756756765,171000.0,0.0,111.0,56.0,56.0,12.0,0.0,0.0,1.0
172000.0,3.788697,0.0,172000.0,86.7,63.28938179870989,-189.13043478260846,51.81159420289855,172000.0,0.0,111.0,56.0,56.0,12.0,0.0,0.0,1.0
173000.0,3.816002,0.0,173000.0,83.39999999999999,61.94214288661966,-268.88888888888863,52.571428571428555,173000.0,0.0,113.0,57.0,57.0,12.0,0.0,0.0,1.0
174000.0,3.840646,0.0,174000.0,86.6,67.41300610154983,-204.54545454545428,57.460317460317455,174000.0,0.0,113.0,57.0,57.0,12.0,0.0,0.0,1.0
175000.0,3.867252,0.0,175000.0,86.7,72.98856177292518,-155.76923076923055,67.71844660194175,175000.0,0.0,115.0,58.0,58.0,12.0,0.0,0.0,1.0
176000.0,3.900479,0.0,176000.0,85.3,70.15658656315536,-182.69230769230748,63.970588235294116,176000.0,0.0,117.0,59.0,59.0,13.0,0.0,0.0,1.0
177000.0,3.926617,0.0,177000.0,79.0,58.85289714791796,-319.99999999999955,52.054794520547944,177000.0,0.0,117.0,59.0,59.0,13.0,0.0,0.0,1.0
178000.0,3.953292,0.0,178000.0,83.39999999999999,68.74817619251122,-219.23076923076903,68.19923371647509,178000.0,0.0,117.0,59.0,59.0,13.0,0.0,0.0,1.0
179000.0,3.989238,0.0,179000.0,80.9,62.07826965725507,-267.30769230769187,53.864734299516925,179000.0,0.0,119.0,60.0,60.0,14.0,0.0,0.0,1.0
180000.0,4.017894,0.0,180000.0,82.39999999999999,64.92214110467351,-309.3023255813951,59.999999999999986,180000.0,0.0,119.0,60.0,60.0,14.0,0.0,0.0,1.0
181000.0,4.059976,0.0,181000.0,80.9,62.16653065105261,-389.74358974358915,56.78733031674209,181000.0,0.0,127.0,64.0,64.0,14.0,0.0,0.0,1.0
182000.0,4.087722,0.0,182000.0,82.5,65.36470960782954,-348.7179487179484,55.58375634517766,182000.0,0.0,127.0,64.0,64.0,14.0,0.0,0.0,1.0
183000.0,4.124672,0.0,183000.0,92.30000000000001,83.39056756803397,-174.9999999999996,77.61627906976746,183000.0,0.0,131.0,66.0,66.0,14.0,0.0,0.0,1.0
184000.0,4.155973,0.0,184000.0,93.60000000000001,86.55224871616001,-106.45161290322545,83.24607329842934,184000.0,0.0,133.0,67.0,67.0,14.0,0.0,0.0,1.0
185000.0,4.194881,0.0,185000.0,88.2,76.66083846926746,-168.18181818181793,74.00881057268722,185000.0,0.0,135.0,68.0,68.0,14.0,0.0,0.0,1.0
186000.0,4.237234,0.0,186000.0,82.69999999999999,65.68964799165443,-355.26315789473654,60.046189376443415,186000.0,0.0,141.0,71.0,71.0,14.0,0.0,0.0,1.0
187000.0,4.273653,0.0,187000.0,86.6,73.63087155873035,-262.1621621621619,67.71084337349397,187000.0,0.0,143.0,72.0,72.0,14.0,0.0,0.0,1.0
188000.0,4.304749,0.0,188000.0,84.89999999999999,67.2854270660011,-179.62962962962942,52.51572327044024,188000.0,0.0,143.0,72.0,72.0,14.0,0.0,0.0,1.0
189000.0,4.333895,0.0,189000.0,82.0,63.05267047087318,-239.62264150943375,52.38095238095237,189000.0,0.0,143.0,72.0,72.0,14.0,0.0,0.0,1.0
190000.0,4.362845,0.0,190000.0,85.2,70.79554513666896,-169.0909090909089,67.82608695652173,190000.0,0.0,143.0,72.0,72.0,14.0,0.0,0.0,1.0
191000.0,4.394351,0.0,191000.0,84.3,68.58479504079973,-175.43859649122788,58.02139037433154,191000.0,0.0,143.0,72.0,72.0,14.0,0.0,0.0,1.0
192000.0,4.430412,0.0,192000.0,83.7,67.08360763660302,-288.09523809523785,52.339181286549696,192000.0,0.0,145.0,73.0,73.0,14.0,0.0,0.0,1.0
193000.0,4.465777,0.0,193000.0,84.3,68.43783358898017,-336.1111111111108,57.336956521739125,193000.0,0.0,145.0,73.0,73.0,14.0,0.0,0.0,1.0
194000.0,4.504383,0.0,194000.0,81.89999999999999,64.15550569452174,-364.1025641025638,49.29971988795517,194000.0,0.0,147.0,74.0,74.0,14.0,0.0,0.0,1.0
195000.0,4.538685,0.0,195000.0,86.2,73.16167175557673,-375.86206896551687,68.05555555555556,195000.0,0.0,147.0,74.0,74.0,14.0,0.0,0.0,1.0
196000.0,4.575577,0.0,196000.0,89.60000000000001,79.94871498255152,-181.08108108108078,77.29257641921397,196000.0,0.0,149.0,75.0,75.0,14.0,0.0,0.0,1.0
197000.0,4.614626,0.0,197000.0,83.89999999999999,68.88251506588789,-419.35483870967704,62.903225806451616,197000.0,0.0,151.0,76.0,76.0,14.0,0.0,0.0,1.0
198000.0,4.650753,0.0,198000.0,83.5,67.9420547782853,-432.2580645161286,63.815789473684205,198000.0,0.0,153.0,77.0,77.0,14.0,0.0,0.0,1.0
199000.0,4.689146,0.0,199000.0,91.9,83.96899881449757,-169.99999999999963,83.22981366459629,199000.0,0.0,159.0,80.0,80.0,14.0,0.0,0.0,1.0
200000.0,4.728055,0.0,200000.0,94.39999999999999,88.96286397912404,-75.0,89.94614003590662,200000.0,0.0,163.0,82.0,82.0,14.0,0.0,0.0,1.0
201000.0,4.760593,0.0,201000.0,90.9,81.88081158035165,-167.64705882352908,83.11688311688313,201000.0,0.0,163.0,82.0,82.0,14.0,0.0,0.0,1.0
202000.0,4.790768,0.0,202000.0,84.89999999999999,70.54802135365975,-344.1176470588232,59.94694960212201,202000.0,0.0,163.0,82.0,82.0,14.0,0.0,0.0,1.0
203000.0,4.823425,0.0,203000.0,89.3,76.9604602740198,-160.97560975609727,66.66666666666666,203000.0,0.0,163.0,82.0,82.0,14.0,0.0,0.0,1.0
204000.0,4.856278,0.0,204000.0,89.4,75.9976812854374,-146.51162790697649,68.63905325443788,204000.0,0.0,165.0,83.0,83.0,14.0,0.0,0.0,1.0
205000.0,4.88988,0.0,205000.0,89.7,78.40870024567965,-157.49999999999972,72.45989304812835,205000.0,0.0,165.0,83.0,83.0,14.0,0.0,0.0,1.0
206000.0,4.929516,0.0,206000.0,89.8,75.93584780131505,-199.99999999999966,65.18771331058022,206000.0,0.0,169.0,85.0,85.0,14.0,0.0,0.0,1.0
207000.0,4.968544,0.0,207000.0,90.9,77.82688891758669,-193.54838709677384,67.73049645390073,207000.0,0.0,171.0,86.0,86.0,14.0,0.0,0.0,1.0
208000.0,5.017387,0.0,208000.0,88.3,71.1205236811706,-277.4193548387093,59.375000000000014,208000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
209000.0,5.054293,0.0,209000.0,91.10000000000001,80.96342196393319,-206.89655172413754,71.38263665594857,209000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
210000.0,5.088225,0.0,210000.0,91.0,81.35889512100148,-119.51219512195095,74.71910112359551,210000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
211000.0,5.122068,0.0,211000.0,91.9,82.52242416134608,-113.15789473684181,74.92260061919505,211000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
212000.0,5.157048,0.0,212000.0,90.5,83.2590269089115,-171.4285714285711,81.40900195694717,212000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
213000.0,5.192179,0.0,213000.0,88.3,79.92660342688909,-199.99999999999972,75.625,213000.0,0.0,173.0,87.0,87.0,14.0,0.0,0.0,1.0
214000.0,5.230485,0.0,214000.0,87.6,78.82535356536647,-226.31578947368394,73.44753747323341,214000.0,0.0,175.0,88.0,88.0,14.0,0.0,0.0,1.0
215000.0,5.265848,0.0,215000.0,81.69999999999999,71.33620284570418,-357.4999999999997,67.83831282952548,215000.0,0.0,175.0,88.0,88.0,14.0,0.0,0.0,1.0
216000.0,5.301793,0.0,216000.0,85.39999999999999,77.08520693156794,-342.4242424242421,71.03174603174602,216000.0,0.0,175.0,88.0,88.0,14.0,0.0,0.0,1.0
217000.0,5.343874,0.0,217000.0,82.8,72.23262601867518,-309.5238095238093,68.72727272727272,217000.0,0.0,177.0,89.0,89.0,14.0,0.0,0.0,1.0
218000.0,5.388988,0.0,218000.0,83.5,72.31106919547713,-251.0638297872338,61.17647058823529,218000.0,0.0,179.0,90.0,90.0,14.0,0.0,0.0,1.0
219000.0,5.427432,0.0,219000.0,80.0,65.87601390893674,-524.9999999999993,53.37995337995339,219000.0,0.0,181.0,91.0,91.0,14.0,0.0,0.0,1.0
220000.0,5.466397,0.0,220000.0,83.1,71.41808575589015,-369.4444444444442,61.764705882352935,220000.0,0.0,181.0,91.0,91.0,14.0,0.0,0.0,1.0
221000.0,5.509759,0.0,221000.0,84.89999999999999,72.3390029218073,-259.5238095238093,58.4022038567493,221000.0,0.0,181.0,91.0,91.0,14.0,0.0,0.0,1.0
222000.0,5.556846,0.0,222000.0,89.7,82.60467174340033,-114.5833333333331,76.8018018018018,222000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
223000.0,5.596801,0.0,223000.0,87.8,76.45796589106601,-159.57446808510613,64.73988439306359,223000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
224000.0,5.636687,0.0,224000.0,86.3,77.78415604927702,-185.41666666666643,69.8237885462555,224000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
225000.0,5.674497,0.0,225000.0,86.7,76.67174158604092,-195.55555555555532,67.79661016949152,225000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
226000.0,5.71487,0.0,226000.0,90.4,82.62578659036491,-166.66666666666637,74.60317460317462,226000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
227000.0,5.756315,0.0,227000.0,91.7,85.4080045006637,-144.1176470588232,77.74798927613942,227000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
228000.0,5.799697,0.0,228000.0,89.3,82.18347358991352,-197.22222222222192,72.979797979798,228000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
229000.0,5.839703,0.0,229000.0,86.3,77.00165353074979,-260.5263157894734,64.13612565445025,229000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
230000.0,5.877981,0.0,230000.0,85.8,77.16549867656376,-238.09523809523782,65.53398058252428,230000.0,0.0,183.0,92.0,92.0,14.0,0.0,0.0,1.0
231000.0,5.921243,0.0,231000.0,84.39999999999999,74.75862939357606,-231.91489361702105,60.50632911392404,231000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
232000.0,5.964451,0.0,232000.0,85.39999999999999,75.13361424401079,-239.53488372093,63.95061728395062,232000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
233000.0,6.010799,0.0,233000.0,85.39999999999999,74.74070293509571,-191.99999999999977,66.81818181818181,233000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
234000.0,6.052327,0.0,234000.0,83.0,71.99636282171235,-269.56521739130415,64.36058700209642,234000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
235000.0,6.090904,0.0,235000.0,77.3,64.85692744271448,-363.2653061224485,55.490196078431374,235000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
236000.0,6.134157,0.0,236000.0,72.8,58.63262577887009,-377.19298245614,50.27422303473492,236000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
237000.0,6.174496,0.0,237000.0,69.19999999999999,53.22731524789523,-515.9999999999995,44.303797468354425,237000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
238000.0,6.213237,0.0,238000.0,69.39999999999999,51.34972709740706,-524.4897959183669,39.52569169960473,238000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
239000.0,6.252004,0.0,239000.0,67.2,48.27885267357334,-475.4385964912275,37.40458015267177,239000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
240000.0,6.290191,0.0,240000.0,67.2,48.20052083744598,-496.36363636363575,37.99621928166353,240000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
241000.0,6.330504,0.0,241000.0,69.69999999999999,51.01494448360374,-450.90909090909054,40.704500978473575,241000.0,0.0,185.0,93.0,93.0,14.0,0.0,0.0,1.0
242000.0,6.371739,0.0,242000.0,66.0,45.69366756218874,-365.75342465753454,33.98058252427185,242000.0,0.0,187.0,94.0,94.0,14.0,0.0,0.0,1.0
243000.0,6.410482,0.0,243000.0,66.3,44.69598381249805,-361.6438356164386,29.64509394572025,243000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
244000.0,6.453357,0.0,244000.0,71.3,51.53566097252899,-328.35820895522426,36.50442477876105,244000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
245000.0,6.492555,0.0,245000.0,75.7,57.690050893819446,-285.714285714286,41.30434782608696,245000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
246000.0,6.534398,0.0,246000.0,82.6,68.21360457724094,-210.7142857142855,54.56919060052218,246000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
247000.0,6.573569,0.0,247000.0,81.2,68.80237632963278,-317.77777777777726,57.36961451247167,247000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
248000.0,6.612865,0.0,248000.0,79.9,66.72372747229461,-301.99999999999955,56.2091503267974,248000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
249000.0,6.652286,0.0,249000.0,78.9,66.5115511341633,-441.0256410256404,56.13305613305614,249000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
250000.0,6.695252,0.0,250000.0,73.7,55.401807668175884,-511.6279069767437,38.26291079812207,250000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
251000.0,6.737033,0.0,251000.0,70.8,55.71006473611085,-579.06976744186,44.27480916030534,251000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
252000.0,6.779601,0.0,252000.0,69.19999999999999,55.252915461425246,-651.2195121951214,48.837209302325576,252000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
253000.0,6.820558,0.0,253000.0,71.6,53.75677365568987,-560.4651162790692,48.736462093862805,253000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
254000.0,6.861867,0.0,254000.0,77.60000000000001,67.68986889875822,-433.33333333333275,72.17391304347827,254000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
255000.0,6.901796,0.0,255000.0,79.10000000000001,67.2356789347363,-533.3333333333327,68.28528072837634,255000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
256000.0,6.941664,0.0,256000.0,82.0,70.3479666118104,-318.60465116279045,71.10754414125199,256000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
257000.0,6.984019,0.0,257000.0,79.4,69.7113164990987,-402.4390243902434,66.66666666666667,257000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
258000.0,7.032825,0.0,258000.0,86.0,77.66728400674448,-288.8888888888886,73.33333333333333,258000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
259000.0,7.074851,0.0,259000.0,86.5,77.66808488112804,-246.15384615384585,70.96774193548386,259000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
260000.0,7.11839,0.0,260000.0,82.89999999999999,74.41651705565529,-235.2941176470586,70.20905923344947,260000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
261000.0,7.160739,0.0,261000.0,83.6,76.19026878863636,-272.72727272727246,82.21258134490238,261000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
262000.0,7.201819,0.0,262000.0,80.5,72.13911582412496,-297.95918367346894,78.68852459016395,262000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
263000.0,7.242472,0.0,263000.0,80.60000000000001,72.10952617822876,-212.90322580645125,69.64006259780908,263000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
264000.0,7.283022,0.0,264000.0,77.60000000000001,68.82255020404527,-187.17948717948732,66.51718983557548,264000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
265000.0,7.323775,0.0,265000.0,75.7,67.08048617922304,-170.00000000000009,49.480249480249476,265000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
266000.0,7.365095,0.0,266000.0,78.60000000000001,70.97923387889662,-214.70588235294136,58.68725868725869,266000.0,0.0,189.0,95.0,95.0,14.0,0.0,0.0,1.0
267000.0,7.407268,0.0,267000.0,80.5,71.75632223863735,-182.60869565217405,62.927756653992404,267000.0,0.0,191.0,96.0,96.0,14.0,0.0,0.0,1.0
268000.0,7.450232,0.0,268000.0,84.89999999999999,77.9447742990893,-196.0784313725488,71.34724857685009,268000.0,0.0,193.0,97.0,97.0,14.0,0.0,0.0,1.0
269000.0,7.496495,0.0,269000.0,81.69999999999999,74.03570303654581,-185.93750000000034,70.3883495145631,269000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
270000.0,7.536453,0.0,270000.0,75.4,66.07687311509456,-278.46153846153874,63.28358208955225,270000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
271000.0,7.576828,0.0,271000.0,72.89999999999999,63.08877490145657,-316.9230769230773,70.31763417305585,271000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
272000.0,7.617096,0.0,272000.0,71.7,61.77127334079897,-405.35714285714243,69.37229437229438,272000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
273000.0,7.660167,0.0,273000.0,70.5,60.45560504935005,-368.2539682539687,60.66666666666666,273000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
274000.0,7.703326,0.0,274000.0,67.80000000000001,56.71821947895188,-570.8333333333327,61.620977353992856,274000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
275000.0,7.748121,0.0,275000.0,71.0,60.665912537265655,-517.0212765957442,66.12149532710279,275000.0,0.0,195.0,98.0,98.0,14.0,0.0,0.0,1.0
276000.0,7.792913,0.0,276000.0,67.60000000000001,56.993814542461976,-671.4285714285706,62.58660508083141,276000.0,0.0,197.0,99.0,99.0,15.0,0.0,0.0,1.0
277000.0,7.839151,0.0,277000.0,69.0,58.98906727909659,-496.15384615384573,61.15288220551377,277000.0,0.0,199.0,100.0,100.0,15.0,0.0,0.0,1.0
278000.0,7.881664,0.0,278000.0,64.5,52.89046834836636,-609.9999999999993,53.042328042328045,278000.0,0.0,199.0,100.0,100.0,15.0,0.0,0.0,1.0
279000.0,7.923626,0.0,279000.0,72.5,63.036789819122205,-497.82608695652124,65.92317224287486,279000.0,0.0,199.0,100.0,100.0,15.0,0.0,0.0,1.0
280000.0,7.967129,0.0,280000.0,66.2,56.33509327883402,-604.166666666666,54.50874831763123,280000.0,0.0,201.0,101.0,101.0,15.0,0.0,0.0,1.0
281000.0,8.017124,0.0,281000.0,65.8,54.08644100107669,-734.1463414634138,53.90835579514825,281000.0,0.0,201.0,101.0,101.0,15.0,0.0,0.0,1.0
282000.0,8.062296,0.0,282000.0,63.800000000000004,51.02065115473552,-623.9999999999993,52.617801047120416,282000.0,0.0,201.0,101.0,101.0,15.0,0.0,0.0,1.0
283000.0,8.105965,0.0,283000.0,69.0,60.021253217644286,-638.0952380952376,58.66666666666666,283000.0,0.0,203.0,102.0,102.0,15.0,0.0,0.0,1.0
284000.0,8.15146,0.0,284000.0,73.3,65.53598004959204,-520.9302325581391,63.77204884667571,284000.0,0.0,203.0,102.0,102.0,15.0,0.0,0.0,1.0
285000.0,8.200793,0.0,285000.0,72.2,63.08620566029217,-578.0487804878044,55.16129032258063,285000.0,0.0,203.0,102.0,102.0,15.0,0.0,0.0,1.0
286000.0,8.24858,0.0,286000.0,73.4,64.26829939941192,-518.6046511627902,64.24731182795699,286000.0,0.0,203.0,102.0,102.0,15.0,0.0,0.0,1.0
287000.0,8.299678,0.0,287000.0,79.10000000000001,72.72562368929658,-354.34782608695605,76.35746606334843,287000.0,0.0,205.0,103.0,103.0,15.0,0.0,0.0,1.0
288000.0,8.350724,0.0,288000.0,88.5,85.09331584282393,-134.6938775510202,85.97560975609755,288000.0,0.0,207.0,104.0,104.0,15.0,0.0,0.0,1.0
289000.0,8.399246,0.0,289000.0,84.89999999999999,80.08939991297353,-297.3684210526313,81.49509803921569,289000.0,0.0,207.0,104.0,104.0,15.0,0.0,0.0,1.0
290000.0,8.446522,0.0,290000.0,79.5,73.49602892940764,-336.170212765957,76.51775486827034,290000.0,0.0,207.0,104.0,104.0,15.0,0.0,0.0,1.0
291000.0,8.495693,0.0,291000.0,77.60000000000001,71.0626094033601,-339.2156862745094,63.097199341021415,291000.0,0.0,207.0,104.0,104.0,15.0,0.0,0.0,1.0
292000.0,8.547175,0.0,292000.0,76.5,69.28453888250617,-343.3962264150939,58.03571428571428,292000.0,0.0,209.0,105.0,105.0,15.0,0.0,0.0,1.0
293000.0,8.594444,0.0,293000.0,79.4,73.04920743737212,-402.4390243902434,69.2537313432836,293000.0,0.0,211.0,106.0,106.0,15.0,0.0,0.0,1.0
294000.0,8.642528,0.0,294000.0,80.9,75.21177064528565,-344.1860465116274,73.39832869080783,294000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
295000.0,8.686,0.0,295000.0,78.5,71.56859374297481,-399.9999999999995,59.510357815442575,295000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
296000.0,8.73206,0.0,296000.0,71.2,62.69797273843507,-539.9999999999995,58.078602620087324,296000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
297000.0,8.781194,0.0,297000.0,77.9,71.4297164560955,-439.02439024390196,66.96562032884903,297000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
298000.0,8.827786,0.0,298000.0,82.19999999999999,76.27413240633614,-381.0810810810808,69.72789115646258,298000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
299000.0,8.874279,0.0,299000.0,81.89999999999999,76.13059859447469,-330.95238095238074,72.74096385542168,299000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
300000.0,8.920789,0.0,300000.0,77.0,68.01975544846036,-422.72727272727224,68.79240162822252,300000.0,0.0,213.0,107.0,107.0,15.0,0.0,0.0,1.0
301000.0,8.971887,0.0,301000.0,79.4,71.51883420781573,-390.4761904761899,70.94499294781383,301000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
302000.0,9.024327,0.0,302000.0,77.60000000000001,66.98157011478327,-558.8235294117641,61.904761904761905,302000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
303000.0,9.071433,0.0,303000.0,80.4,71.06951287554281,-389.99999999999943,64.6846846846847,303000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
304000.0,9.113629,0.0,304000.0,80.7,70.9427059416897,-348.83720930232505,65.16245487364621,304000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
305000.0,9.162458,0.0,305000.0,82.0,71.74360777615914,-291.3043478260867,65.64885496183204,305000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
306000.0,9.209239,0.0,306000.0,76.9,63.939549572191936,-319.9999999999996,54.970760233918135,306000.0,0.0,215.0,108.0,108.0,15.0,0.0,0.0,1.0
307000.0,9.259117,0.0,307000.0,70.1,53.365265389072505,-390.16393442622916,43.79699248120299,307000.0,0.0,217.0,109.0,109.0,15.0,0.0,0.0,1.0
308000.0,9.312277,0.0,308000.0,72.3,57.11483470632951,-432.6923076923073,50.35842293906809,308000.0,0.0,217.0,109.0,109.0,15.0,0.0,0.0,1.0
309000.0,9.360958,0.0,309000.0,70.8,53.87912856824705,-534.7826086956517,41.24748490945673,309000.0,0.0,217.0,109.0,109.0,15.0,0.0,0.0,1.0
310000.0,9.409058,0.0,310000.0,73.3,57.40743694864964,-468.08510638297827,48.75239923224568,310000.0,0.0,217.0,109.0,109.0,15.0,0.0,0.0,1.0
